
80.00, 8 , 2.79, 489.71, 492.50
80.00, 9 , 2.79, 550.92, 553.71
80.00, 10 , 2.79, 612.14, 614.92
80.00, 11 , 2.79, 673.35, 676.14
80.00, 12 , 2.79, 734.56, 737.35
80.00, 13 , 2.79, 795.78, 798.57
80.00, 14 , 2.79, 856.99, 859.78
80.00, 15 , 2.79, 918.21, 920.99
80.00, 16 , 2.79, 979.42, 982.21
